"No","CVE","Description","CVSSv3","Severity","Published","References","AdvisoryIDs","AdvisoryCount"
"137","CVE-2008-1382","libpng 1.0.6 through 1.0.32, 1.2.0 through 1.2.26, and 1.4.0beta01 through 1.4.0beta19 allows context-dependent attackers to cause a denial of service (crash) and possibly execute arbitrary code via a PNG file with zero length ""unknown"" chunks, which trigger an access of uninitialized memory.","7.5","HIGH","2008-04-14","http://libpng.sourceforge.net/Advisory-1.2.26.txt; http://lists.apple.com/archives/security-announce//2008/Sep/msg00005.html; http://lists.apple.com/archives/security-announce/2009/May/msg00002.html","VCDSA23384","1"
"138","CVE-2008-1447","The DNS protocol, as implemented in (1) BIND 8 and 9 before 9.5.0-P1, 9.4.2-P1, and 9.3.5-P1; (2) Microsoft DNS in Windows 2000 SP4, XP SP2 and SP3, and Server 2003 SP1 and SP2; and other implementations allow remote attackers to spoof DNS traffic via a birthday attack that uses in-bailiwick referrals to conduct cache poisoning against recursive resolvers, related to insufficient randomness of DNS transaction IDs and source ports, aka ""DNS Insufficient Socket Entropy Vulnerability"" or ""the Kaminsky bug.""","6.8","MEDIUM","2008-07-08","ftp://ftp.netbsd.org/pub/NetBSD/security/advisories/NetBSD-SA2008-009.txt.asc; http://blog.invisibledenizen.org/2008/07/kaminskys-dns-issue-accidentally-leaked.html; http://bugs.debian.org/cgi-bin/bugreport.cgi?bug=494401","VCDSA23361","1"
"139","CVE-2008-1669","Linux kernel before 2.6.25.2 does not apply a certain protection mechanism for fcntl functionality, which allows local users to (1) execute code in parallel or (2) exploit a race condition to obtain ""re-ordered access to the descriptor table.""","6.9","MEDIUM","2008-05-08","http://lists.opensuse.org/opensuse-security-announce/2008-06/msg00006.html; http://lists.opensuse.org/opensuse-security-announce/2008-07/msg00002.html; http://lists.opensuse.org/opensuse-security-announce/2008-07/msg00007.html","VCDSA23358","1"
"140","CVE-2008-1721","Integer signedness error in the zlib extension module in Python 2.5.2 and earlier allows remote attackers to execute arbitrary code via a negative signed integer, which triggers insufficient memory allocation and a buffer overflow.","7.5","HIGH","2008-04-10","http://bugs.python.org/issue2586; http://lists.apple.com/archives/security-announce/2009/Feb/msg00000.html; http://secunia.com/advisories/29889","VCDSA23392","1"
"141","CVE-2008-1806","Integer overflow in FreeType2 before 2.3.6 allows context-dependent attackers to execute arbitrary code via a crafted set of 16-bit length values within the Private dictionary table in a Printer Font Binary (PFB) file, which triggers a heap-based buffer overflow.","7.5","HIGH","2008-06-16","http://labs.idefense.com/intelligence/vulnerabilities/display.php?id=715; http://lists.apple.com/archives/security-announce//2008/Sep/msg00003.html; http://lists.apple.com/archives/security-announce//2008/Sep/msg00004.html","VCDSA23361","1"
"142","CVE-2008-1807","FreeType2 before 2.3.6 allow context-dependent attackers to execute arbitrary code via an invalid ""number of axes"" field in a Printer Font Binary (PFB) file, which triggers a free of arbitrary memory locations, leading to memory corruption.","7.5","HIGH","2008-06-16","http://labs.idefense.com/intelligence/vulnerabilities/display.php?id=716; http://lists.apple.com/archives/security-announce//2008/Sep/msg00003.html; http://lists.apple.com/archives/security-announce//2008/Sep/msg00004.html","VCDSA23361","1"
"143","CVE-2008-1808","Multiple off-by-one errors in FreeType2 before 2.3.6 allow context-dependent attackers to execute arbitrary code via (1) a crafted table in a Printer Font Binary (PFB) file or (2) a crafted SHC instruction in a TrueType Font (TTF) file, which triggers a heap-based buffer overflow.","7.5","HIGH","2008-06-16","http://labs.idefense.com/intelligence/vulnerabilities/display.php?id=717; http://lists.apple.com/archives/security-announce//2008/Sep/msg00003.html; http://lists.apple.com/archives/security-announce//2008/Sep/msg00004.html","VCDSA23361","1"
"144","CVE-2008-1887","Python 2.5.2 and earlier allows context-dependent attackers to execute arbitrary code via multiple vectors that cause a negative size value to be provided to the PyString_FromStringAndSize function, which allocates less memory than expected when assert() is disabled and triggers a buffer overflow.","9.3","HIGH","2008-04-18","http://bugs.python.org/issue2587; http://lists.apple.com/archives/security-announce/2009/Feb/msg00000.html; http://lists.opensuse.org/opensuse-security-announce/2008-08/msg00006.html","VCDSA23392","1"
"145","CVE-2008-1927","Double free vulnerability in Perl 5.8.8 allows context-dependent attackers to cause a denial of service (memory corruption and crash) via a crafted regular expression containing UTF8 characters.  NOTE: this issue might only be present on certain operating systems.","5.0","MEDIUM","2008-04-24","http://bugs.debian.org/cgi-bin/bugreport.cgi?bug=454792; http://lists.apple.com/archives/security-announce/2009/Feb/msg00000.html; http://lists.opensuse.org/opensuse-security-announce/2008-08/msg00006.html","VCDSA23360","1"
"146","CVE-2008-1947","Cross-site scripting (XSS) vulnerability in Apache Tomcat 5.5.9 through 5.5.26 and 6.0.0 through 6.0.16 allows remote attackers to inject arbitrary web script or HTML via the name parameter (aka the hostname attribute) to host-manager/html/add.","4.3","MEDIUM","2008-06-04","http://lists.apple.com/archives/security-announce/2008/Oct/msg00001.html; http://lists.opensuse.org/opensuse-security-announce/2008-07/msg00001.html; http://lists.opensuse.org/opensuse-security-announce/2009-02/msg00002.html","VCDSA23392; VCDSA23396","2"
"147","CVE-2008-2086","Sun Java Web Start and Java Plug-in for JDK and JRE 6 Update 10 and earlier; JDK and JRE 5.0 Update 16 and earlier; and SDK and JRE 1.4.2_18 and earlier allow remote attackers to execute arbitrary code via a crafted jnlp file that modifies the (1) java.home, (2) java.ext.dirs, or (3) user.home System Properties, aka ""Java Web Start File Inclusion"" and CR 6694892.","9.3","HIGH","2008-12-05","http://lists.apple.com/archives/security-announce/2009/Feb/msg00003.html; http://lists.opensuse.org/opensuse-security-announce/2009-01/msg00009.html; http://lists.opensuse.org/opensuse-security-announce/2009-04/msg00004.html","VCDSA23390","1"
"148","CVE-2008-2097","Buffer overflow in the openwsman management service in VMware ESXi 3.5 and ESX 3.5 allows remote authenticated users to gain privileges via an ""invalid Content-Length.""","9.0","HIGH","2008-06-05","http://lists.opensuse.org/opensuse-security-announce/2008-06/msg00001.html; http://secunia.com/advisories/30556; http://secunia.com/advisories/30581","VCDSA23372","1"
"149","CVE-2008-2098","Heap-based buffer overflow in the VMware Host Guest File System (HGFS) in VMware Workstation 6 before 6.0.4 build 93057, VMware Player 2 before 2.0.4 build 93057, VMware ACE 2 before 2.0.2 build 93057, and VMware Fusion before 1.1.2 build 87978, when folder sharing is used, allows guest OS users to execute arbitrary code on the host OS via unspecified vectors.","6.9","MEDIUM","2008-06-02","http://secunia.com/advisories/30476; http://security.gentoo.org/glsa/glsa-201209-25.xml; http://www.securityfocus.com/archive/1/492831/100/0/threaded","VCDSA23371","1"
"150","CVE-2008-2099","Unspecified vulnerability in VMCI in VMware Workstation 6 before 6.0.4 build 93057, VMware Player 2 before 2.0.4 build 93057, and VMware ACE 2 before 2.0.2 build 93057 on Windows allows guest OS users to execute arbitrary code on the host OS via unspecified vectors.","6.9","MEDIUM","2008-06-02","http://secunia.com/advisories/30476; http://www.securityfocus.com/archive/1/492831/100/0/threaded; http://www.securityfocus.com/bid/29443","VCDSA23371","1"
"151","CVE-2008-2100","Multiple buffer overflows in VIX API 1.1.x before 1.1.4 build 93057 on VMware Workstation 5.x and 6.x, VMware Player 1.x and 2.x, VMware ACE 2.x, VMware Server 1.x, VMware Fusion 1.x, VMware ESXi 3.5, and VMware ESX 3.0.1 through 3.5 allow guest OS users to execute arbitrary code on the host OS via unspecified vectors.","7.2","HIGH","2008-06-05","http://secunia.com/advisories/30556; http://security.gentoo.org/glsa/glsa-201209-25.xml; http://securityreason.com/securityalert/3922","VCDSA23372","1"
"152","CVE-2008-2101","The VMware Consolidated Backup (VCB) command-line utilities in VMware ESX 3.0.1 through 3.0.3 and ESX 3.5 place a password on the command line, which allows local users to obtain sensitive information by listing the process.","2.1","LOW","2008-09-03","http://lists.grok.org.uk/pipermail/full-disclosure/2008-August/064118.html; http://secunia.com/advisories/31713; http://security.gentoo.org/glsa/glsa-201209-25.xml","VCDSA23361","1"
"153","CVE-2008-2136","Memory leak in the ipip6_rcv function in net/ipv6/sit.c in the Linux kernel 2.4 before 2.4.36.5 and 2.6 before 2.6.25.3 allows remote attackers to cause a denial of service (memory consumption) via network traffic to a Simple Internet Transition (SIT) tunnel interface, related to the pskb_may_pull and kfree_skb functions, and management of an skb reference count.","7.8","HIGH","2008-05-16","http://kernel.org/pub/linux/kernel/v2.6/ChangeLog-2.6.25.3; http://lists.opensuse.org/opensuse-security-announce/2008-06/msg00006.html; http://lists.opensuse.org/opensuse-security-announce/2008-07/msg00002.html","VCDSA23390","1"
"154","CVE-2008-2233","The client in Openwsman 1.2.0 and 2.0.0, in unknown configurations, allows remote Openwsman servers to replay SSL sessions via unspecified vectors.","7.5","HIGH","2008-08-18","http://lists.opensuse.org/opensuse-security-announce/2008-08/msg00003.html; http://secunia.com/advisories/31429; http://www.securityfocus.com/bid/30694","VCDSA23362","1"
"155","CVE-2008-2234","Multiple buffer overflows in Openwsman 1.2.0 and 2.0.0 allow remote attackers to execute arbitrary code via a crafted ""Authorization: Basic"" HTTP header.","7.5","HIGH","2008-08-18","http://lists.opensuse.org/opensuse-security-announce/2008-08/msg00003.html; http://lists.vmware.com/pipermail/security-announce/2008/000034.html; http://secunia.com/advisories/31410","VCDSA23362","1"
"156","CVE-2008-2292","Buffer overflow in the __snprint_value function in snmp_get in Net-SNMP 5.1.4, 5.2.4, and 5.4.1, as used in SNMP.xs for Perl, allows remote attackers to cause a denial of service (crash) and possibly execute arbitrary code via a large OCTETSTRING in an attribute value pair (AVP).","6.8","MEDIUM","2008-05-18","http://lists.opensuse.org/opensuse-security-announce/2008-08/msg00000.html; http://secunia.com/advisories/30187; http://secunia.com/advisories/30615","VCDSA23360","1"
"157","CVE-2008-2315","Multiple integer overflows in Python 2.5.2 and earlier allow context-dependent attackers to have an unknown impact via vectors related to the (1) stringobject, (2) unicodeobject, (3) bufferobject, (4) longobject, (5) tupleobject, (6) stropmodule, (7) gcmodule, and (8) mmapmodule modules.  NOTE: The expandtabs integer overflows in stringobject and unicodeobject in 2.5.2 are covered by CVE-2008-5031.","7.5","HIGH","2008-08-01","http://bugs.gentoo.org/attachment.cgi?id=159418&action=view; http://bugs.gentoo.org/show_bug.cgi?id=230640; http://lists.apple.com/archives/security-announce/2009/Feb/msg00000.html","VCDSA23392","1"
"158","CVE-2008-2327","Multiple buffer underflows in the (1) LZWDecode, (2) LZWDecodeCompat, and (3) LZWDecodeVector functions in tif_lzw.c in the LZW decoder in LibTIFF 3.8.2 and earlier allow context-dependent attackers to execute arbitrary code via a crafted TIFF file, related to improper handling of the CODE_CLEAR code.","6.8","MEDIUM","2008-08-27","http://bugs.gentoo.org/show_bug.cgi?id=234080; http://lists.apple.com/archives/security-announce//2008/Nov/msg00001.html; http://lists.apple.com/archives/security-announce//2008/Sep/msg00005.html","VCDSA23364","1"
"159","CVE-2008-2370","Apache Tomcat 4.1.0 through 4.1.37, 5.5.0 through 5.5.26, and 6.0.0 through 6.0.16, when a RequestDispatcher is used, performs path normalization before removing the query string from the URI, which allows remote attackers to conduct directory traversal attacks and read arbitrary files via a .. (dot dot) in a request parameter.","5.0","MEDIUM","2008-08-04","http://lists.apple.com/archives/security-announce/2008/Oct/msg00001.html; http://lists.opensuse.org/opensuse-security-announce/2008-09/msg00004.html; http://lists.opensuse.org/opensuse-security-announce/2009-02/msg00002.html","VCDSA23392; VCDSA23396","2"
"160","CVE-2008-2712","Vim 7.1.314, 6.4, and other versions allows user-assisted remote attackers to execute arbitrary commands via Vim scripts that do not properly sanitize inputs before invoking the execute or system functions, as demonstrated using (1) filetype.vim, (3) xpm.vim, (4) gzip_vim, and (5) netrw.  NOTE: the originally reported version was 7.1.314, but the researcher actually found this set of issues in 7.1.298.  NOTE: the zipplugin issue (originally vector 2 in this identifier) has been subsumed by CVE-2008-3075.","9.3","HIGH","2008-06-16","http://lists.apple.com/archives/security-announce/2008/Oct/msg00001.html; http://lists.apple.com/archives/security-announce/2010//Mar/msg00001.html; http://lists.opensuse.org/opensuse-security-announce/2009-03/msg00004.html","VCDSA23399","1"
"161","CVE-2008-2812","The Linux kernel before 2.6.25.10 does not properly perform tty operations, which allows local users to cause a denial of service (system crash) or possibly gain privileges via vectors involving NULL pointer dereference of function pointers in (1) hamradio/6pack.c, (2) hamradio/mkiss.c, (3) irda/irtty-sir.c, (4) ppp_async.c, (5) ppp_synctty.c, (6) slip.c, (7) wan/x25_asy.c, and (8) wireless/strip.c in drivers/net/.","7.8","HIGH","2008-07-09","http://git.kernel.org/?p=linux/kernel/git/stable/linux-2.6.25.y.git%3Ba=commitdiff%3Bh=2a739dd53ad7ee010ae6e155438507f329dce788; http://kernel.org/pub/linux/kernel/v2.6/ChangeLog-2.6.25.10; http://lists.opensuse.org/opensuse-security-announce/2008-07/msg00007.html","VCDSA23390","1"
"162","CVE-2008-3103","Unspecified vulnerability in the Java Management Extensions (JMX) management agent in Sun Java Runtime Environment (JRE) in JDK and JRE 6 Update 6 and earlier and JDK and JRE 5.0 Update 15 and earlier, when local monitoring is enabled, allows remote attackers to ""perform unauthorized operations"" via unspecified vectors.","9.3","HIGH","2008-07-09","http://lists.apple.com/archives/security-announce//2008/Sep/msg00008.html; http://lists.opensuse.org/opensuse-security-announce/2008-08/msg00005.html; http://lists.opensuse.org/opensuse-security-announce/2008-10/msg00009.html","VCDSA23363","1"
"163","CVE-2008-3104","Multiple unspecified vulnerabilities in Sun Java Runtime Environment (JRE) in JDK and JRE 6 before Update 7, JDK and JRE 5.0 before Update 16, SDK and JRE 1.4.x before 1.4.2_18, and SDK and JRE 1.3.x before 1.3.1_23 allow remote attackers to violate the security model for an applet's outbound connections by connecting to localhost services running on the machine that loaded the applet.","6.8","MEDIUM","2008-07-09","http://lists.apple.com/archives/security-announce//2008/Sep/msg00008.html; http://lists.opensuse.org/opensuse-security-announce/2008-08/msg00005.html; http://lists.opensuse.org/opensuse-security-announce/2008-09/msg00000.html","VCDSA23363","1"
"164","CVE-2008-3105","Unspecified vulnerability in the JAX-WS client and service in Sun Java Runtime Environment (JRE) in JDK and JRE 6 Update 6 and earlier allows remote attackers to access URLs or cause a denial of service via unknown vectors involving ""processing of XML data"" by a trusted application.","8.3","HIGH","2008-07-09","http://lists.apple.com/archives/security-announce//2008/Sep/msg00007.html; http://lists.opensuse.org/opensuse-security-announce/2008-08/msg00005.html; http://marc.info/?l=bugtraq&m=122331139823057&w=2","VCDSA23363","1"
"165","CVE-2008-3106","Unspecified vulnerability in Sun Java Runtime Environment (JRE) in JDK and JRE 6 Update 6 and earlier and JDK and JRE 5.0 Update 15 and earlier allows remote attackers to access URLs via unknown vectors involving processing of XML data by an untrusted (1) application or (2) applet, a different vulnerability than CVE-2008-3105.","4.3","MEDIUM","2008-07-09","http://lists.apple.com/archives/security-announce//2008/Sep/msg00007.html; http://lists.opensuse.org/opensuse-security-announce/2008-08/msg00005.html; http://lists.opensuse.org/opensuse-security-announce/2008-09/msg00000.html","VCDSA23363","1"
"166","CVE-2008-3107","Unspecified vulnerability in the Virtual Machine in Sun Java Runtime Environment (JRE) in JDK and JRE 6 before Update 7, JDK and JRE 5.0 before Update 16, and SDK and JRE 1.4.x before 1.4.2_18 allows context-dependent attackers to gain privileges via an untrusted (1) application or (2) applet, as demonstrated by an application or applet that grants itself privileges to (a) read local files, (b) write to local files, or (c) execute local programs.","10.0","HIGH","2008-07-09","http://lists.apple.com/archives/security-announce//2008/Sep/msg00008.html; http://lists.opensuse.org/opensuse-security-announce/2008-08/msg00005.html; http://marc.info/?l=bugtraq&m=122331139823057&w=2","VCDSA23363","1"
"167","CVE-2008-3108","Buffer overflow in Sun Java Runtime Environment (JRE) in JDK and JRE 5.0 before Update 10, SDK and JRE 1.4.x before 1.4.2_18, and SDK and JRE 1.3.x before 1.3.1_23 allows context-dependent attackers to gain privileges via unspecified vectors related to font processing.","10.0","HIGH","2008-07-09","http://lists.apple.com/archives/security-announce//2008/Sep/msg00008.html; http://lists.opensuse.org/opensuse-security-announce/2008-08/msg00005.html; http://lists.opensuse.org/opensuse-security-announce/2008-09/msg00000.html","VCDSA23363","1"
"168","CVE-2008-3109","Unspecified vulnerability in scripting language support in Sun Java Runtime Environment (JRE) in JDK and JRE 6 Update 6 and earlier allows context-dependent attackers to gain privileges via an untrusted (1) application or (2) applet, as demonstrated by an application or applet that grants itself privileges to (a) read local files, (b) write to local files, or (c) execute local programs.","7.5","HIGH","2008-07-09","http://lists.apple.com/archives/security-announce//2008/Sep/msg00007.html; http://lists.opensuse.org/opensuse-security-announce/2008-08/msg00005.html; http://marc.info/?l=bugtraq&m=122331139823057&w=2","VCDSA23363","1"
"169","CVE-2008-3110","Unspecified vulnerability in scripting language support in Sun Java Runtime Environment (JRE) in JDK and JRE 6 Update 6 and earlier allows remote attackers to obtain sensitive information by using an applet to read information from another applet.","4.3","MEDIUM","2008-07-09","http://lists.apple.com/archives/security-announce//2008/Sep/msg00007.html; http://lists.opensuse.org/opensuse-security-announce/2008-08/msg00005.html; http://marc.info/?l=bugtraq&m=122331139823057&w=2","VCDSA23363","1"
"170","CVE-2008-3111","Multiple buffer overflows in Sun Java Web Start in JDK and JRE 6 before Update 4, JDK and JRE 5.0 before Update 16, and SDK and JRE 1.4.x before 1.4.2_18 allow context-dependent attackers to gain privileges via an untrusted application, as demonstrated by (a) an application that grants itself privileges to (1) read local files, (2) write to local files, or (3) execute local programs; and as demonstrated by (b) a long value associated with a java-vm-args attribute in a j2se tag in a JNLP file, which triggers a stack-based buffer overflow in the GetVMArgsOption function; aka CR 6557220.","10.0","HIGH","2008-07-09","http://lists.apple.com/archives/security-announce//2008/Sep/msg00008.html; http://lists.opensuse.org/opensuse-security-announce/2008-08/msg00005.html; http://lists.opensuse.org/opensuse-security-announce/2008-09/msg00000.html","VCDSA23363","1"
"171","CVE-2008-3112","Directory traversal vulnerability in Sun Java Web Start in JDK and JRE 6 before Update 7, JDK and JRE 5.0 before Update 16, and SDK and JRE 1.4.x before 1.4.2_18 allows remote attackers to create arbitrary files via the writeManifest method in the CacheEntry class, aka CR 6703909.","10.0","HIGH","2008-07-09","http://lists.apple.com/archives/security-announce//2008/Sep/msg00008.html; http://lists.opensuse.org/opensuse-security-announce/2008-08/msg00005.html; http://lists.opensuse.org/opensuse-security-announce/2008-09/msg00000.html","VCDSA23363","1"
"172","CVE-2008-3113","Unspecified vulnerability in Sun Java Web Start in JDK and JRE 5.0 before Update 16 and SDK and JRE 1.4.x before 1.4.2_18 allows remote attackers to create or delete arbitrary files via an untrusted application, aka CR 6704077.","10.0","HIGH","2008-07-09","http://lists.apple.com/archives/security-announce//2008/Sep/msg00008.html; http://lists.opensuse.org/opensuse-security-announce/2008-08/msg00005.html; http://lists.opensuse.org/opensuse-security-announce/2008-09/msg00000.html","VCDSA23363","1"
"173","CVE-2008-3114","Unspecified vulnerability in Sun Java Web Start in JDK and JRE 6 before Update 7, JDK and JRE 5.0 before Update 16, and SDK and JRE 1.4.x before 1.4.2_18 allows context-dependent attackers to obtain sensitive information (the cache location) via an untrusted application, aka CR 6704074.","5.0","MEDIUM","2008-07-09","http://lists.apple.com/archives/security-announce//2008/Sep/msg00008.html; http://lists.opensuse.org/opensuse-security-announce/2008-08/msg00005.html; http://lists.opensuse.org/opensuse-security-announce/2008-09/msg00000.html","VCDSA23363","1"
"174","CVE-2008-3115","Secure Static Versioning in Sun Java JDK and JRE 6 Update 6 and earlier, and 5.0 Update 6 through 15, does not properly prevent execution of applets on older JRE releases, which might allow remote attackers to exploit vulnerabilities in these older releases.","7.5","HIGH","2008-07-09","http://lists.apple.com/archives/security-announce//2008/Sep/msg00008.html; http://lists.opensuse.org/opensuse-security-announce/2008-08/msg00005.html; http://marc.info/?l=bugtraq&m=122331139823057&w=2","VCDSA23363","1"
"175","CVE-2008-3142","Multiple buffer overflows in Python 2.5.2 and earlier on 32bit platforms allow context-dependent attackers to cause a denial of service (crash) or have unspecified other impact via a long string that leads to incorrect memory allocation during Unicode string processing, related to the unicode_resize function and the PyMem_RESIZE macro.","7.5","HIGH","2008-08-01","http://bugs.gentoo.org/show_bug.cgi?id=232137; http://bugs.python.org/file10825/issue2620-gps02-patch.txt; http://bugs.python.org/issue2620","VCDSA23392","1"
"176","CVE-2008-3143","Multiple integer overflows in Python before 2.5.2 might allow context-dependent attackers to have an unknown impact via vectors related to (1) Include/pymem.h; (2) _csv.c, (3) _struct.c, (4) arraymodule.c, (5) audioop.c, (6) binascii.c, (7) cPickle.c, (8) cStringIO.c, (9) cjkcodecs/multibytecodec.c, (10) datetimemodule.c, (11) md5.c, (12) rgbimgmodule.c, and (13) stropmodule.c in Modules/; (14) bufferobject.c, (15) listobject.c, and (16) obmalloc.c in Objects/; (17) Parser/node.c; and (18) asdl.c, (19) ast.c, (20) bltinmodule.c, and (21) compile.c in Python/, as addressed by ""checks for integer overflows, contributed by Google.""","7.5","HIGH","2008-08-01","http://bugs.gentoo.org/show_bug.cgi?id=232137; http://lists.opensuse.org/opensuse-security-announce/2008-08/msg00006.html; http://secunia.com/advisories/31332","VCDSA23392","1"
"177","CVE-2008-3144","Multiple integer overflows in the PyOS_vsnprintf function in Python/mysnprintf.c in Python 2.5.2 and earlier allow context-dependent attackers to cause a denial of service (memory corruption) or have unspecified other impact via crafted input to string formatting operations.  NOTE: the handling of certain integer values is also affected by related integer underflows and an off-by-one error.","5.0","MEDIUM","2008-08-01","http://bugs.gentoo.org/show_bug.cgi?id=232137; http://bugs.python.org/issue2588; http://bugs.python.org/issue2589","VCDSA23392","1"
"178","CVE-2008-3275","The (1) real_lookup and (2) __lookup_hash functions in fs/namei.c in the vfs implementation in the Linux kernel before 2.6.25.15 do not prevent creation of a child dentry for a deleted (aka S_DEAD) directory, which allows local users to cause a denial of service (""overflow"" of the UBIFS orphan area) via a series of attempted file creations within deleted directories.","5.5","MEDIUM","2008-08-12","http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=d70b67c8bc72ee23b55381bd6a884f4796692f77; http://kernel.org/pub/linux/kernel/v2.6/ChangeLog-2.6.25.15; http://lists.opensuse.org/opensuse-security-announce/2008-10/msg00001.html","VCDSA23390","1"
"179","CVE-2008-3281","libxml2 2.6.32 and earlier does not properly detect recursion during entity expansion in an attribute value, which allows context-dependent attackers to cause a denial of service (memory and CPU consumption) via a crafted XML document.","6.5","MEDIUM","2008-08-27","http://lists.apple.com/archives/security-announce/2009/Jun/msg00005.html; http://lists.apple.com/archives/security-announce/2009/jun/msg00002.html; http://lists.opensuse.org/opensuse-security-announce/2008-09/msg00004.html","VCDSA23364","1"
"180","CVE-2008-3432","Heap-based buffer overflow in the mch_expand_wildcards function in os_unix.c in Vim 6.2 and 6.3 allows user-assisted attackers to execute arbitrary code via shell metacharacters in filenames, as demonstrated by the netrw.v3 test case.","6.8","MEDIUM","2008-10-10","ftp://ftp.vim.org/pub/vim/patches/6.2.429; ftp://ftp.vim.org/pub/vim/patches/6.3/6.3.059; http://lists.apple.com/archives/security-announce/2008/Oct/msg00001.html","VCDSA23399","1"
"181","CVE-2008-3514","VMware VirtualCenter 2.5 before Update 2 and 2.0.2 before Update 5 relies on client-side ""enabled/disabled functionality"" for access control, which allows remote attackers to determine valid user names by enabling functionality in the GUI and then making an ""attempt to assign permissions to other system users.""","5.0","MEDIUM","2008-08-13","http://secunia.com/advisories/31468; http://securityreason.com/securityalert/4150; http://www.insomniasec.com/advisories/ISVA-080812.1.htm","VCDSA23359","1"
"182","CVE-2008-3525","The sbni_ioctl function in drivers/net/wan/sbni.c in the wan subsystem in the Linux kernel 2.6.26.3 does not check for the CAP_NET_ADMIN capability before processing a (1) SIOCDEVRESINSTATS, (2) SIOCDEVSHWSTATE, (3) SIOCDEVENSLAVE, or (4) SIOCDEVEMANSIPATE ioctl request, which allows local users to bypass intended capability restrictions.","7.2","HIGH","2008-09-03","http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=f2455eb176ac87081bbfc9a44b21c7cd2bc1967e; http://lists.opensuse.org/opensuse-security-announce/2008-10/msg00000.html; http://lists.opensuse.org/opensuse-security-announce/2008-10/msg00003.html","VCDSA23390","1"
"183","CVE-2008-3528","The error-reporting functionality in (1) fs/ext2/dir.c, (2) fs/ext3/dir.c, and possibly (3) fs/ext4/dir.c in the Linux kernel 2.6.26.5 does not limit the number of printk console messages that report directory corruption, which allows physically proximate attackers to cause a denial of service (temporary system hang) by mounting a filesystem that has corrupted dir->i_size and dir->i_blocks values and performing (a) read or (b) write operations.  NOTE: there are limited scenarios in which this crosses privilege boundaries.","2.1","LOW","2008-09-27","http://lists.opensuse.org/opensuse-security-announce/2008-10/msg00007.html; http://lists.opensuse.org/opensuse-security-announce/2008-10/msg00008.html; http://lists.opensuse.org/opensuse-security-announce/2008-10/msg00010.html","VCDSA23392","1"
"184","CVE-2008-3529","Heap-based buffer overflow in the xmlParseAttValueComplex function in parser.c in libxml2 before 2.7.0 allows context-dependent attackers to cause a denial of service (crash) or execute arbitrary code via a long XML entity name.","10.0","HIGH","2008-09-12","http://lists.apple.com/archives/security-announce/2009/Jun/msg00005.html; http://lists.apple.com/archives/security-announce/2009/May/msg00000.html; http://lists.apple.com/archives/security-announce/2009/jun/msg00002.html","VCDSA23364","1"
"185","CVE-2008-3691","Unspecified vulnerability in a certain ActiveX control in VMware Workstation 5.5.x before 5.5.8 build 108000, VMware Workstation 6.0.x before 6.0.5 build 109488, VMware Player 1.x before 1.0.8 build 108000, VMware Player 2.x before 2.0.5 build 109488, VMware ACE 1.x before 1.0.7 build 108880, VMware ACE 2.x before 2.0.5 build 109488, and VMware Server before 1.0.7 build 108231 has unknown impact and remote attack vectors, a different vulnerability than CVE-2008-3692, CVE-2008-3693, CVE-2008-3694, CVE-2008-3695, and CVE-2008-3696.","10.0","HIGH","2008-09-03","http://lists.grok.org.uk/pipermail/full-disclosure/2008-August/064118.html; http://secunia.com/advisories/31707; http://secunia.com/advisories/31708","VCDSA23361","1"
"186","CVE-2008-3692","Unspecified vulnerability in a certain ActiveX control in VMware Workstation 5.5.x before 5.5.8 build 108000, VMware Workstation 6.0.x before 6.0.5 build 109488, VMware Player 1.x before 1.0.8 build 108000, VMware Player 2.x before 2.0.5 build 109488, VMware ACE 1.x before 1.0.7 build 108880, VMware ACE 2.x before 2.0.5 build 109488, and VMware Server before 1.0.7 build 108231 has unknown impact and remote attack vectors, a different vulnerability than CVE-2008-3691, CVE-2008-3693, CVE-2008-3694, CVE-2008-3695, and CVE-2008-3696.","10.0","HIGH","2008-09-03","http://lists.grok.org.uk/pipermail/full-disclosure/2008-August/064118.html; http://secunia.com/advisories/31707; http://secunia.com/advisories/31708","VCDSA23361","1"
"187","CVE-2008-3693","Unspecified vulnerability in a certain ActiveX control in VMware Workstation 5.5.x before 5.5.8 build 108000, VMware Workstation 6.0.x before 6.0.5 build 109488, VMware Player 1.x before 1.0.8 build 108000, VMware Player 2.x before 2.0.5 build 109488, VMware ACE 1.x before 1.0.7 build 108880, VMware ACE 2.x before 2.0.5 build 109488, and VMware Server before 1.0.7 build 108231 has unknown impact and remote attack vectors, a different vulnerability than CVE-2008-3691, CVE-2008-3692, CVE-2008-3694, CVE-2008-3695, and CVE-2008-3696.","10.0","HIGH","2008-09-03","http://lists.grok.org.uk/pipermail/full-disclosure/2008-August/064118.html; http://secunia.com/advisories/31707; http://secunia.com/advisories/31708","VCDSA23361","1"
